word,category
síntoma,negative
sinvergüenza,negative
sirena,negative
Smo,positive
snob,negative
soborno,negative
sobrecarga,negative
sobrecargar,negative
sobredosis,negative
sobreestimado,negative
sobrehumano,positive
sobresalir,positive
sobrevivir,positive
sobriedad,positive
socavado,negative
sociable,positive
socialista,negative
sofisticado,positive
sofocado,negative
sofocante,negative
sofocar,negative
sol,positive
solapa,negative
soldado,positive
soleado,positive
soledad,negative
solidez,positive
sólido,positive
solitario,negative
solterona,negative
solución,positive
solvencia,positive
somático,negative
sombreado,negative
sombrío,negative
sometido,negative
somorgujo,negative
sonata,positive
sondear,positive
soneto,positive
sonoro,positive
sonreír,positive
sonriente,positive
sonrojo,negative
soplador,negative
soportado,positive
soportar,positive
soporte,positive
sórdido,negative
sordo,negative
sorprendentemente,positive
sorprendentes,positive
sorpresa,positive
sosegado,positive
sospecha,negative
sospechar,negative
sostenible,positive
spa,positive
spaniel,positive
staccato,positive
suavidad,positive
sublimación,positive
subordinar,negative
subsiguiente,positive
subvención,negative
subversión,negative
subversivo,negative
subvertir,negative
subyugación,negative
suciedad,negative
sucinto,positive
sucio,negative
suculento,positive
sucumbir,negative
suelo,negative
suero,positive
suerte,positive
suficiencia,positive
sufrimiento,negative
sufrir,negative
suicida,negative
suicidio,negative
sujeción,negative
sumador,negative
sumergirse,positive
suministro,positive
suministros,positive
superestrella,positive
superficial,negative
superfluo,negative
superhombre,positive
superior,positive
superioridad,positive
supersticioso,negative
supremacía,positive
supremamente,positive
supremo,positive
supresión,negative
susceptible,negative
suscribir,positive
sustancia,positive
sustantivo,positive
susto,negative
sustraer,negative
tabaco,negative
tabú,negative
taburetes,negative
tacaño,negative
tacón,negative
tacto,positive
tajo,negative
talento,positive
talismán,positive
tallo,negative
tardanza,negative
tarde,negative
tardío,negative
taxi,positive
teatro,positive
tecnología,positive
tedioso,negative
teísmo,negative
tejón,negative
telar,negative
tema,negative
temblar,negative
temblor,negative
tembloroso,negative
temerario,negative
temeroso,negative
temiendo,negative
tempestad,negative
templado,positive
templanza,positive
temporal,negative
tenacidad,positive
tenaz,positive
tendencia,positive
tenencia,positive
tenso,negative
tentación,negative
tentador,positive
teocrático,negative
teórico,positive
terapéutica,positive
terapéutico,positive
terciopelo,positive
tergiversación,negative
tergiversado,negative
terminal,negative
termita,negative
terremoto,negative
terrible,negative
terriblemente,negative
terrón,negative
terror,negative
terrorismo,negative
terrorista,negative
tesoro,positive
teta,negative
tétanos,negative
tía,positive
tiburón,negative
tiene,positive
tientas,negative
tierra,positive
tifón,negative
timidez,negative
tímido,negative
tira,negative
tiranía,negative
tiránico,negative
tirano,negative
título,positive
tizón,negative
tocado,negative
todopoderoso,positive
tolerancia,positive
tolerante,positive
tolerar,negative
tontería,negative
tonterías,negative
tonto,negative
torbellino,negative
torcido,negative
tormenta,negative
tormento,negative
Tormentoso,negative
torpe,negative
torpedo,negative
torpeza,negative
tórrido,negative
tortazo,negative
tortuoso,negative
tortura,negative
torunda,negative
tos,negative
tóxico,negative
toxina,negative
trabajando,positive
trabajo,positive
trabajos,negative
tragedia,negative
trágico,negative
trago,negative
traición,negative
traicionar,negative
traicionero,negative
traidor,negative
trampa,negative
trampas,negative
trance,negative
tranquilidad,positive
tranquilizar,positive
tranquilo,positive
transgresión,negative
trascendencia,positive
trascendental,positive
traste,negative
trastornado,negative
trastorno,negative
tratar,positive
traumático,negative
travesura,negative
travieso,negative
tregua,positive
tremendamente,positive
tremendo,negative
trepador,negative
tribulación,negative
tribunal,negative
tributo,positive
trigonometría,positive
trillar,negative
triste,negative
tristemente,negative
tristeza,negative
triunfante,positive
triunfo,positive
trofeo,positive
Troll,negative
trompeteo,positive
trono,positive
tropezar,negative
tropezón,negative
truco,negative
tumba,negative
tumor,negative
tumulto,negative
tumultuoso,negative
turbio,negative
turbulencia,negative
turbulento,negative
tutela,positive
tutor,positive
ujier,positive
úlcera,negative
ulterior,negative
ultimátum,negative
último,negative
ulular,negative
unánime,positive
unanimidad,positive
ungüento,positive
único,positive
unidad,positive
unido,positive
unificación,positive
uniformemente,positive
unir,positive
unirse,positive
unísono,positive
unitario,positive
Universidad,positive
urgente,negative
usual,positive
usurpado,negative
usurpar,negative
utilidad,positive
utilización,positive
utópico,positive
vacaciones,positive
vacante,negative
vacilación,negative
vacilante,negative
vacilar,negative
vacío,negative
vacuna,positive
vagabundo,negative
vago,negative
vaguedad,negative
valentía,positive
valiente,positive
valioso,positive
valor,positive
vampiro,negative
vanamente,negative
vanguardia,positive
vanidad,negative
vano,negative
varado,negative
varicela,negative
varicoso,negative
varonil,positive
vástago,positive
vecino,positive
vegetativo,negative
veintiuna,negative
velloso,positive
vencer,positive
vendetta,negative
vendible,positive
veneno,negative
venenoso,negative
venerable,positive
veneración,positive
vengador,negative
venganza,negative
vengativo,negative
ventaja,positive
ventajoso,positive
ventosa,negative
veracidad,positive
verbosidad,negative
verdad,positive
verdadero,positive
verdugo,negative
vergonzoso,negative
vergüenza,negative
verificación,positive
verificado,positive
vernal,positive
verruga,negative
versado,positive
versus,negative
vertical,positive
vertiginoso,negative
vértigo,negative
vestir,negative
veterano,positive
veto,negative
viaje,positive
víbora,negative
vicario,positive
vicio,negative
vicioso,negative
víctima,negative
victimizado,negative
Víctor,positive
victoria,positive
victorioso,positive
vida,positive
viga,positive
vigilante,positive
vigor,positive
vigorizar,positive
vigoroso,positive
vil,negative
villancico,positive
villano,negative
vinagre,negative
vindicación,positive
vindicado,positive
violación,negative
violencia,negative
violentamente,negative
violento,negative
Virgen,positive
virginidad,positive
virilidad,positive
virtud,positive
virtuoso,positive
virulencia,negative
virus,negative
visión,positive
visionario,positive
visitación,negative
visitante,positive
visitar,positive
visto,positive
vital,positive
vitalidad,positive
viva,positive
vivaz,positive
vívido,positive
vocabulario,positive
volador,positive
volatilidad,negative
volcán,negative
voluble,negative
volumen,negative
voluntario,positive
voluptuoso,positive
vómitos,negative
voraz,negative
votación,positive
votar,positive
voto,positive
vudú,negative
vulgar,negative
vulgaridad,negative
vulnerabilidad,negative
whisky,negative
wis,positive
wot,positive
xenofobia,negative
zona,negative
zoquete,negative
zorra,negative
zurcidura,positive
abajamiento,negative
abajo,negative
abalanzar,negative
abandonamiento,negative
abandonarse,negative
abandonos,negative
abarrotado,negative
abasia,negative
abásico,negative
abatidamente,negative
abatido,negative
abatimiento,negative
abatir,negative
abducir,negative
abenuz,negative
abertura,negative
abetalipoproteinemia,negative
ablandabrevas,negative
abochornado,negative
abochornar,negative
abogaducho,negative
abombar,negative
abominablemente,negative
abominador,negative
abominar,negative
abordabilidad,negative
aborrecedor,negative
aborreciblemente,negative
aborrecimiento,negative
abortado,negative
abrasividad,negative
abrasivo,negative
abrigadero,negative
abroncar,negative
abrumadoramente,negative
abruptamente,negative
abrupto,negative
absentista,negative
absolutamente,negative
absolutista,negative
absolver,negative
abstracto,negative
abuchear,negative
abúlico,negative
abultado,negative
abultar,negative
aburrir,negative
abusado,negative
abusador,negative
abusar,negative
abusión,negative
abusivo,negative
abusón,negative
abusos,negative
abyección,negative
acalorado,negative
acalorar,negative
acalorarse,negative
acantilado,negative
acaparamiento,negative
acaparar,negative
acatexia,negative
acaudillar,negative
accidentes,negative
aceitoso,negative
acento,negative
acentuar,negative
acetaminofeno,negative
acetoso,negative
acherontia,negative
achicarse,negative
achicharrarse,negative
aciago,negative
acibarar,negative
ácida,negative
ácidez,negative
acidificación,negative
acinesia,negative
acinesis,negative
aclorhidria,negative
aclorhídrico,negative
acobardado,negative
acobardar,negative
acometedor,negative
acometer,negative
acometiente,negative
acometimiento,negative
acometividad,negative
acomplejado,negative
acondrita,negative
acondroplasia,negative
acondroplástico,negative
acongojado,negative
acongojar,negative
acongojarse,negative
acoquinado,negative
acoquinamiento,negative
acoquinar,negative
acorralado,negative
acortarse,negative
acosado,negative
acostarse,negative
acracia,negative
acribillar,negative
acrilamida,negative
acriminación,negative
acriminador,negative
acrimonia,negative
acritud,negative
acroanestesia,negative
acrofobia,negative
acrofóbico,negative
acromático,negative
acromegalia,negative
actinomicótico,negative
acto,negative
acuafobia,negative
acuciante,negative
acufeno,negative
acuitadamente,negative
acuitar,negative
acumulación,negative
acumular,negative
acuñar,negative
acusa,negative
acusaciones,negative
acusados,negative
acusar,negative
adamantino,negative
adefesio,negative
adenomiosis,negative
adenopatía,negative
adicción,negative
adicto,negative
adictos,negative
adinamia,negative
adiposa,negative
adolecer,negative
adormilarse,negative
adormitarse,negative
adquirido,negative
adulterar,negative
adulterino,negative
adustez,negative
adusto,negative
adversativa,negative
adversión,negative
advertencia,negative
advertido,negative
aeroembolismo,negative
aestesis,negative
aethusa,negative
afanar,negative
afasia,negative
afear,negative
aferente,negative
aferrar,negative
affenpinscher,negative
aficionado,negative
afilada,negative
afligidamente,negative
afloja,negative
afonía,negative
afótico,negative
afrentar,negative
afrontar,negative
afta,negative
agallas,negative
agarico,negative
agárico,negative
agarrado,negative
agentes,negative
agitar,negative
agitprop,negative
aglomeración,negative
agobiado,negative
agobiante,negative
agobiantemente,negative
agobiar,negative
agobio,negative
agónico,negative
agonizar,negative
agorafobia,negative
agorafóbico,negative
agorero,negative
agotar,negative
agrandado,negative
agranulocítico,negative
agravamiento,negative
agravar,negative
agravarse,negative
agraviar,negative
agrazón,negative
agreder,negative
agresividad,negative
agreste,negative
agria,negative
agriado,negative
agridulce,negative
agrisado,negative
agrisar,negative
aguafiestas,negative
aguantar,negative
agudo,negative
agüero,negative
aguijoneo,negative
agujero,negative
aherrojar,negative
aherrumbrar,negative
ahogadero,negative
ahogado,negative
ahogamiento,negative
ahogarse,negative
ahondar,negative
ahorcar,negative
ahuecamiento,negative
ahuyentar,negative
ailurofobia,negative
airadamente,negative
airamiento,negative
airar,negative
aislante,negative
aislar,negative
ajedrezado,negative
ajusticiar,negative
alar,negative
alarmado,negative
alarmar,negative
alarmismo,negative
albayalde,negative
albergar,negative
albinismo,negative
alborotado,negative
alborotador,negative
alborotoso,negative
albuminuria,negative
alcohólico,negative
aleatoriedad,negative
aleatorio,negative
aleatorizar,negative
alegaciones,negative
alegato,negative
alejarse,negative
alergia,negative
alergias,negative
alérgico,negative
alero,negative
alertar,negative
alevosía,negative
alexia,negative
alfil,negative
alfilerazo,negative
algarada,negative
álgido,negative
algofóbico,negative
algolágnico,negative
algómetro,negative
alicaído,negative
alifafe,negative
aligerarse,negative
aliquebrado,negative
aliviado,negative
aljófar,negative
almorranas,negative
alocado,negative
alopecia,negative
alopécico,negative
alpende,negative
altanero,negative
alterado,negative
alterando,negative
alterar,negative
alteridad,negative
altivez,negative
altivo,negative
alud,negative
alzaválvulas,negative
amañar,negative
amanita,negative
amarga,negative
amargado,negative
amargar,negative
amargo,negative
amargor,negative
amasar,negative
amateur,negative
amaurosis,negative
amaurótico,negative
ambientalista,negative
ambigüedad,negative
ambivalencia,negative
ambivalente,negative
ambliopía,negative
ambulancias,negative
amedentrar,negative
amedrentador,negative
amedrentamiento,negative
amedrentar,negative
amenazado,negative
amenazadoramente,negative
amenazas,negative
amencia,negative
amenorreico,negative
ametralladora,negative
amétrope,negative
amigdalina,negative
amilanamiento,negative
amilanar,negative
amiloidosis,negative
aminoración,negative
aminorado,negative
amiodarona,negative
amnésico,negative
amnéstico,negative
amohinar,negative
amonestar,negative
amonítico,negative
amorfo,negative
amortecerse,negative
amortecimiento,negative
amoscamiento,negative
amotinamiento,negative
amotinarse,negative
ampollar,negative
ampulosidad,negative
ampuloso,negative
amurriar,negative
anacantos,negative
anadeo,negative
anaeróbico,negative
anaerobio,negative
anafiláctico,negative
anafrodisia,negative
analfabetismo,negative
analgesia,negative
analgésico,negative
analgia,negative
anaplasia,negative
anaplásico,negative
anaplástico,negative
anastomus,negative
anatematizar,negative
anatómico,negative
andanada,negative
andesita,negative
andrajo,negative
andrajosa,negative
androfobia,negative
anemia,negative
anestesia,negative
anestésico,negative
anginal,negative
anginas,negative
anginoso,negative
angiopatía,negative
angioplastia,negative
anglofobia,negative
anglófobo,negative
angostura,negative
angular,negative
angurria,negative
angustiadamente,negative
angustiado,negative
angustiar,negative
angustiosamente,negative
anhidrosis,negative
añicos,negative
anieblarse,negative
animadversión,negative
animales,negative
anión,negative
aniónico,negative
aniquilador,negative
aniquilamiento,negative
ano,negative
anochecer,negative
anodino,negative
anómala,negative
anómalo,negative
anopía,negative
añorar,negative
anorexia,negative
anosmático,negative
anosmia,negative
anósmico,negative
anovulación,negative
anoxemia,negative
anoxia,negative
anóxico,negative
anquilosis,negative
ansias,negative
ansiosamente,negative
antagónico,negative
antagonizar,negative
antecocina,negative
antemano,negative
anteojos,negative
anthonomus,negative
antiaéreo,negative
anticipador,negative
antideportivo,negative
antiestético,negative
antigás,negative
antihigiene,negative
antihigiénico,negative
antiintelectual,negative
antimacasar,negative
antipatriótico,negative
antipirético,negative
antiprotón,negative
antisemitismo,negative
antisubmarino,negative
antojo,negative
antracita,negative
antracítico,negative
antracosis,negative
antro,negative
anuresis,negative
anurético,negative
anuria,negative
anzuelo,negative
aojar,negative
aojo,negative
aórtico,negative
apabullar,negative
apagado,negative
apagar,negative
apalear,negative
aparatosidad,negative
aparatoso,negative
aparentar,negative
apartadero,negative
apartado,negative
aparte,negative
apechar,negative
apelante,negative
apenado,negative
apenar,negative
apenarse,negative
apesadumbrado,negative
apesadumbrar,negative
apestar,negative
apestoso,negative
apetecido,negative
apetencia,negative
apetitivo,negative
apiadarse,negative
aplanar,negative
aplastado,negative
aplastamiento,negative
aplastarse,negative
aplicar,negative
apocado,negative
apocalipsis,negative
apocalíptico,negative
apocamiento,negative
apocar,negative
apocarse,negative
apogámico,negative
apolar,negative
apoplejía,negative
apoptosis,negative
aporreo,negative
apostador,negative
apostatar,negative
apráctico,negative
apráxico,negative
aprehensión,negative
aprensión,negative
apresamiento,negative
apretura,negative
aprieto,negative
aprisionamiento,negative
aprisionar,negative
aproximadamente,negative
aproximado,negative
apuesta,negative
apuñalar,negative
apuñear,negative
apuñetear,negative
apurar,negative
apurarse,negative
apuro,negative
aquafobia,negative
aquejar,negative
aquiescencia,negative
aracnofobia,negative
arador,negative
araña,negative
arañas,negative
arar,negative
arbitrario,negative
arbusto,negative
arcadas,negative
arcano,negative
ardentía,negative
ardores,negative
arduidad,negative
arenoso,negative
arginina,negative
argucia,negative
argumentos,negative
arisco,negative
aristoloquiales,negative
arma,negative
armada,negative
armerol,negative
arrancar,negative
arranque,negative
arrapiezo,negative
arrasamiento,negative
arrasar,negative
arrastradamente,negative
arrastrado,negative
arrastrando,negative
arrastrar,negative
arrebatador,negative
arrebatamiento,negative
arrebatar,negative
arrebato,negative
arredrar,negative
arreflexia,negative
arrellanarse,negative
arremeter,negative
arrepentimiento,negative
arrepentir,negative
arresto,negative
arriana,negative
arriano,negative
arriar,negative
arriesgada,negative
arriesgar,negative
arrizar,negative
arrobar,negative
arrojando,negative
arrojar,negative
arrugas,negative
arruinamiento,negative
arruinando,negative
arruinar,negative
arruinarse,negative
arsina,negative
artería,negative
artificial,negative
artificiales,negative
artificio,negative
artificiosa,negative
artimaña,negative
artimañas,negative
artralgia,negative
artrálgico,negative
artritis,negative
artroscopia,negative
asaltador,negative
asaltante,negative
asaltar,negative
asamblea,negative
asarum,negative
asbestosis,negative
ascidias,negative
ascítico,negative
asediar,negative
asedio,negative
asertividad,negative
asesina,negative
asexualidad,negative
asimetría,negative
asindético,negative
asirse,negative
asistolia,negative
asma,negative
asno,negative
asolador,negative
asolar,negative
asonada,negative
aspergilosis,negative
áspero,negative
aspirado,negative
asqueadamente,negative
asqueado,negative
asquear,negative
asquerosamente,negative
asquerosidad,negative
astenia,negative
asténico,negative
astilar,negative
astracanada,negative
astrafobia,negative
astroso,negative
asurar,negative
asurarse,negative
asustadizo,negative
atacante,negative
atado,negative
atañer,negative
ataques,negative
atarantar,negative
atascado,negative
atasco,negative
ataxia,negative
atelectasia,negative
atemorizado,negative
atemorizante,negative
atemorizar,negative
atemperación,negative
atencional,negative
aterrado,negative
aterrador,negative
aterradoramente,negative
aterrar,negative
aterrorizado,negative
aterrorizador,negative
atesarse,negative
atezado,negative
atípico,negative
atirantarse,negative
atisbadero,negative
atizar,negative
atolladero,negative
atolondrar,negative
atonía,negative
atónito,negative
atontamiento,negative
atontar,negative
atópico,negative
atormentadamente,negative
atormentado,negative
atormentador,negative
atormentar,negative
atormentarse,negative
atosigador,negative
atosigar,negative
atrabiliario,negative
atraco,negative
atrapado,negative
atrapamoscas,negative
atrapar,negative
atrasarse,negative
atraso,negative
atreverse,negative
atrevimiento,negative
atribulación,negative
atribular,negative
atrición,negative
atrocidades,negative
atrofiarse,negative
atronador,negative
atronar,negative
atropellado,negative
atropellar,negative
attack,negative
atufamiento,negative
atufar,negative
atufo,negative
aturdimento,negative
aturdimiento,negative
aturdir,negative
aturrullar,negative
aturullar,negative
audífono,negative
auditivo,negative
aumentado,negative
ausentismo,negative
autería,negative
autismo,negative
autocastigo,negative
autocompasión,negative
autoconservación,negative
autócrata,negative
autodegradación,negative
autodestructivo,negative
autodisciplinado,negative
autoflagelación,negative
autoincriminación,negative
autoinculpación,negative
automortificación,negative
autopreservación,negative
autotomía,negative
autotormento,negative
autotortura,negative
avaricioso,negative
avasallar,negative
aventar,negative
aventurado,negative
aventurismo,negative
avergonzante,negative
avergonzarse,negative
avería,negative
averiado,negative
averno,negative
avinagrado,negative
avinagrar,negative
avitaminosis,negative
ay,negative
azabache,negative
azada,negative
azar,negative
azarosamente,negative
azidotimidina,negative
ázoe,negative
azoramiento,negative
azorar,negative
azote,negative
aztreonam,negative
azuzar,negative
babel,negative
babera,negative
babirusa,negative
babucha,negative
bacterias,negative
bacteriólisis,negative
bacteriología,negative
bacteriológica,negative
bacteriológico,negative
bad,negative
badulaque,negative
bagel,negative
baja,negative
bajá,negative
bajar,negative
bajas,negative
bajeza,negative
bajista,negative
bajón,negative
bajura,negative
baldado,negative
baldío,negative
baldón,negative
balístico,negative
balizar,negative
bamboleo,negative
bañador,negative
banal,negative
bancada,negative
baquetear,negative
barahunda,negative
barbaridad,negative
barbarismo,negative
barbote,negative
barbulla,negative
barricadas,negative
barrido,negative
barrila,negative
barrillo,negative
basáltico,negative
basalto,negative
basca,negative
bascosidad,negative
bascoso,negative
bastardía,negative
bastardo,negative
bastardos,negative
bastedad,negative
basto,negative
bastón,negative
batahola,negative
batallar,negative
batiborrillo,negative
batida,negative
batín,negative
batir,negative
bauhinia,negative
beaufort,negative
bebido,negative
befa,negative
befar,negative
befarse,negative
behaviorista,negative
bélico,negative
belicosidad,negative
beligerancia,negative
belitre,negative
bellacamente,negative
bellaco,negative
bellaquería,negative
bemol,negative
bengalas,negative
berenjenal,negative
beriberi,negative
berilio,negative
berrinche,negative
bibos,negative
bichos,negative
bicoca,negative
bigardía,negative
biliares,negative
bilioso,negative
biorremediación,negative
bioterrorismo,negative
biotita,negative
biotítico,negative
birlar,negative
birria,negative
bisbiseo,negative
biserrado,negative
bizco,negative
bizquera,negative
bla,negative
blandengue,negative
blanquito,negative
bloqueado,negative
bloquear,negative
blusa,negative
boba,negative
bobadas,negative
bobales,negative
bobalicón,negative
bocanada,negative
bochinche,negative
body,negative
bofia,negative
boicot,negative
bolonio,negative
bolsa,negative
bombear,negative
bombín,negative
bondage,negative
boquete,negative
borrasca,negative
borrascoso,negative
borrelia,negative
borrico,negative
borrosa,negative
bos,negative
boscaje,negative
botarate,negative
botija,negative
botulismo,negative
boxeador,negative
boxear,negative
boxeo,negative
brachystegia,negative
bradicardia,negative
bragas,negative
bramar,negative
braquial,negative
braquidactil,negative
braquidactilia,negative
bravo,negative
bravuconada,negative
bravura,negative
brazal,negative
brazalete,negative
brea,negative
brega,negative
bregante,negative
breña,negative
brete,negative
brezo,negative
bribonería,negative
bronca,negative
bronco,negative
broncoespasmo,negative
bronquedad,negative
bronquítico,negative
brote,negative
broza,negative
brujo,negative
bruma,negative
bruscamente,negative
brusquedad,negative
brutalmente,negative
bruxismo,negative
bruza,negative
bubónico,negative
bufar,negative
bufón,negative
bujarra,negative
bujarrón,negative
bulbar,negative
bullicio,negative
bullying,negative
bulo,negative
búmeran,negative
bumerang,negative
burdo,negative
burgués,negative
burguesía,negative
burka,negative
burlado,negative
burlándose,negative
burlarse,negative
buro,negative
burro,negative
buscapleitos,negative
buscavidas,negative
bustier,negative
busto,negative
bustos,negative
butanoico,negative
butírico,negative
butterscotch,negative
cabeceo,negative
cabestrar,negative
cabezadilla,negative
cabezón,negative
cabezudo,negative
cabizbajo,negative
cabizcaído,negative
cabreado,negative
cabrear,negative
cabrón,negative
caca,negative
cacería,negative
cacharro,negative
cachete,negative
cachondearse,negative
caco,negative
cacodemónico,negative
cacofónico,negative
cadaver,negative
cadáveres,negative
cadaverina,negative
caducado,negative
caer,negative
caerse,negative
cafeína,negative
cafeínico,negative
cafeinomanía,negative
cafre,negative
caftán,negative
cagada,negative
cagarla,negative
cagón,negative
caídas,negative
cajón,negative
calabacín,negative
calabozo,negative
calaca,negative
calambrazo,negative
calamidad,negative
calamidades,negative
calamitoso,negative
calavera,negative
calcitonina,negative
cale,negative
calentado,negative
calentamiento,negative
calentar,negative
calentarse,negative
cálido,negative
caliente,negative
callosidad,negative
calofrío,negative
calor,negative
calorífero,negative
calumia,negative
calumniador,negative
calumnioso,negative
calurosamente,negative
caluroso,negative
calvario,negative
calvatrueno,negative
calzoncillo,negative
camandulería,negative
camandulero,negative
camarilla,negative
camarote,negative
cambiar,negative
camilla,negative
camisa,negative
camorra,negative
camorrero,negative
camorrista,negative
camperas,negative
campilotropo,negative
canal,negative
canallada,negative
canallesco,negative
canasta,negative
cancamurria,negative
cancer,negative
candente,negative
canijo,negative
canillera,negative
cañón,negative
cañoneo,negative
canotié,negative
canotier,negative
cansar,negative
cantada,negative
cantonero,negative
capero,negative
capitular,negative
caprichoso,negative
captura,negative
capullo,negative
caquético,negative
caradura,negative
carapacho,negative
carbámico,negative
carbón,negative
carboncillo,negative
carbonilla,negative
carbunco,negative
carburo,negative
carcel,negative
carcelero,negative
carcinoide,negative
carcomer,negative
carcomido,negative
cardamine,negative
cardenal,negative
cardíaca,negative
cardíaco,negative
cardiomegalia,negative
cardiovascular,negative
carecer,negative
carencia,negative
carestía,negative
careta,negative
cargante,negative
cargar,negative
cargarse,negative
cargoso,negative
cariado,negative
cariadura,negative
cariat,negative
carlanca,negative
carmelita,negative
carnada,negative
carnear,negative
carnezuelo,negative
carnicero,negative
caro,negative
carpa,negative
carraspera,negative
carretón,negative
carroña,negative
carroza,negative
cartilaginoso,negative
cartujo,negative
carvedilol,negative
casanova,negative
cascar,negative
cascarrabias,negative
cascote,negative
caseoso,negative
casi,negative
casiterita,negative
casquivano,negative
cassiope,negative
castigable,negative
castrado,negative
casual,negative
casulla,negative
catacaldos,negative
cataclísmico,negative
cataclismo,negative
catalepsia,negative
catástrofes,negative
catastróficamente,negative
catastrófico,negative
catastrofismo,negative
catetismo,negative
cateto,negative
causado,negative
cautelar,negative
cayado,negative
cazabombardero,negative
cazatorpedero,negative
ceborrincha,negative
cefalalgia,negative
cefalea,negative
céfiro,negative
cefotaxima,negative
ceftriaxona,negative
cegar,negative
ceguedad,negative
ceja,negative
celecoxib,negative
celíaca,negative
celinda,negative
celosamente,negative
celosía,negative
cementita,negative
ceniciento,negative
cenizas,negative
cenizo,negative
cenizoso,negative
ceño,negative
censor,negative
censurable,negative
censurador,negative
centrífuga,negative
centrospermo,negative
ceporro,negative
cerapteryx,negative
cercado,negative
cercar,negative
cerco,negative
cercosporella,negative
cerdos,negative
cerebrovascular,negative
cerradura,negative
cerrar,negative
cerrilismo,negative
cesante,negative
cesta,negative
cetonuria,negative
cetosis,negative
cetrino,negative
chabacanería,negative
chabón,negative
chacó,negative
chacota,negative
chacoteo,negative
chafarrinón,negative
chalado,negative
chaladura,negative
chalar,negative
chaleco,negative
chámara,negative
chamarasca,negative
chancearse,negative
chancho,negative
chancla,negative
chancroso,negative
changarro,negative
chantajear,negative
chaparral,negative
chaparro,negative
chapucear,negative
chapucería,negative
chapucero,negative
chapurreado,negative
chapuza,negative
chaqueta,negative
chaquetero,negative
charco,negative
charlatán,negative
charlatanismo,negative
charrada,negative
charro,negative
chasco,negative
chatarra,negative
chato,negative
chen,negative
cheposo,negative
cheque,negative
chichón,negative
chicoria,negative
chiflado,negative
chifladura,negative
chilaba,negative
chilindrina,negative
chimenea,negative
chinche,negative
chinela,negative
chiquilicuatro,negative
chirona,negative
chirriante,negative
chismes,negative
chismosa,negative
chiste,negative
chocante,negative
chocar,negative
choquear,negative
chorizada,negative
chorlito,negative
chorreces,negative
chotearse,negative
chucho,negative
chulería,negative
chungearse,negative
chupa,negative
chupóptero,negative
churrete,negative
cicadófitos,negative
cicatería,negative
cicatero,negative
cicatrices,negative
ciclónico,negative
ciclotimia,negative
ciega,negative
cieno,negative
cilicio,negative
cimarra,negative
cimbel,negative
cimbreo,negative
cinemática,negative
cinéreo,negative
cínico,negative
cinismo,negative
circulativo,negative
circunstante,negative
cirrosis,negative
cisterna,negative
cistoplejía,negative
citaciones,negative
citólisis,negative
cizañar,negative
clámide,negative
clamoreo,negative
clandestina,negative
claustrofobia,negative
cleptomanía,negative
cleptómano,negative
cliché,negative
clinch,negative
clínica,negative
clinodactilia,negative
clinopodium,negative
cloaca,negative
cnidiosporidios,negative
coadyuvar,negative
coágulo,negative
coartada,negative
cobalto,negative
cobertura,negative
coccidioidomicosis,negative
coccidioidosis,negative
cocculus,negative
cocear,negative
coche,negative
cochino,negative
cocido,negative
cocolía,negative
coenzima,negative
cogida,negative
cogotazo,negative
cohecho,negative
cohibición,negative
cohibidamente,negative
cohibir,negative
coincidir,negative
cojera,negative
cojo,negative
colaboracionista,negative
colapsar,negative
colar,negative
colaterales,negative
colchoneta,negative
coléricamente,negative
colérico,negative
colgado,negative
colgamiento,negative
colgar,negative
colifato,negative
collapse,negative
colonia,negative
colonización,negative
columbiforme,negative
comadreja,negative
combarse,negative
combatir,negative
combatividad,negative
combustión,negative
cominero,negative
comisar,negative
commutar,negative
cómoda,negative
comodín,negative
compadecer,negative
compadecerse,negative
comparativo,negative
comparendo,negative
competidor,negative
competidora,negative
competitivos,negative
complex,negative
cómplices,negative
complot,negative
comprometedor,negative
compulsivo,negative
compunción,negative
compungidamente,negative
compungir,negative
computar,negative
común,negative
concede,negative
concernir,negative
concertina,negative
concesión,negative
concha,negative
concitar,negative
concluyentemente,negative
concomerse,negative
concurrido,negative
condena,negative
condenable,negative
condenatoria,negative
condenatorio,negative
condensación,negative
condensar,negative
condescender,negative
condolencias,negative
condoler,negative
condolerse,negative
conejal,negative
conejar,negative
confesiones,negative
confiscado,negative
conflictivo,negative
conflictos,negative
confrontación,negative
confrontacional,negative
confrontar,negative
confunde,negative
confundido,negative
confundiendo,negative
confusión,negative
confusiones,negative
confutación,negative
congelado,negative
congelamiento,negative
congelar,negative
congeló,negative
congestivo,negative
congoja,negative
congojoso,negative
conminación,negative
conminar,negative
conminatorio,negative
conmiseración,negative
conmocionado,negative
conmocionar,negative
conocerse,negative
conquistar,negative
consecuencias,negative
conseja,negative
consentir,negative
conservador,negative
consolable,negative
consolación,negative
conspicuo,negative
conspiración,negative
conspiraciones,negative
consternado,negative
consternar,negative
consumirse,negative
contado,negative
contaminante,negative
contención,negative
contender,negative
contenidamente,negative
contienda,negative
contra,negative
contraalmirante,negative
contrabajo,negative
contrabandear,negative
contrahacimiento,negative
contrahecho,negative
contrainteligencia,negative
contralmirante,negative
contraproducente,negative
contrariado,negative
contrariar,negative
contrariedad,negative
contrasentido,negative
contratiempo,negative
contratiempos,negative
contrición,negative
contrincante,negative
contristar,negative
contrito,negative
controversial,negative
controvertido,negative
contumelia,negative
conturbar,negative
